gamma,2nd_X1_error_N_4,2nd_X1_error_N_6,2nd_X1_error_N_8
1.6711269024649011,0.0930307086545328,0.16524682508784952,0.1962079886504146
1.6870423967740908,0.090906606930331,0.16396324099415957,0.1954083344261686
1.7029578910832803,0.08878510521707499,0.16267325353014792,0.19460310090295568
1.7188733853924698,0.08666666090740764,0.16137700120663134,0.193792340005562
1.7347888797016593,0.08455173101264599,0.16007462267577444,0.19297610367846085
1.7507043740108488,0.08244077319287343,0.15876625676203185,0.19215444440357168
1.7666198683200385,0.08033424587782158,0.15745204262047033,0.19132741469965672
1.782535362629228,0.07823260876384026,0.15613211953229378,0.19049506730783963
1.7984508569384174,0.07613632355124822,0.15480662688925653,0.1896574553466373
1.814366351247607,0.07404585446438726,0.15347570461717192,0.18881463216072536
1.8302818455567964,0.07196166926359751,0.15213949160437018,0.18796665127707107
1.846197339865986,0.06988424008328357,0.1507981285718075,0.18711356664475953
1.8621128341751756,0.06781404455853379,0.14945175496231752,0.18625543269021025
1.878028328484365,0.06575156728860886,0.14810051074450734,0.18539230260696551
1.8939438227935546,0.06369730129692948,0.1467445360069129,0.18452423109918586
1.909859317102744,0.061651749933228917,0.14538397062051767,0.18365127368589132
1.925774811411934,0.05961542909594376,0.14401895471112627,0.18277348477902633
1.9416903057211234,0.05758886986110161,0.1426496284946749,0.18189091947100366
1.957605800030313,0.05557262159875572,0.14127613110617634,0.1810036331472104
1.9735212943395024,0.05356725581115875,0.1398986031136655,0.18011168124295546
1.9894367886486917,0.05157337053239647,0.13851718415398412,0.17921511942757465
2.0053522829578814,0.0495915959211669,0.13713201320099222,0.17831400357627583
2.021267777267071,0.047851689096156155,0.13574323149012116,0.17740838973691037
2.0371832715762603,0.04612818411024054,0.13435097682235228,0.17649833403284065
2.05309876588545,0.044407029715249666,0.132955388889433,0.1755838929658011
2.0690142601946393,0.04268910780653094,0.13155660692821847,0.1746651229177201
2.084929754503829,0.04097539257823665,0.13015476915381718,0.17374208068797492
2.1008452488130187,0.0392669696028543,0.12875001484174817,0.17281482301338336
2.116760743122208,0.03756505985213271,0.12734248221227626,0.17188340694572915
2.1326762374313977,0.03587105023181101,0.1259323091702968,0.17094788860122162
2.148591731740587,0.03418653260219778,0.12451963380851103,0.1700083280532283
2.164507226049777,0.03251335413257564,0.12310459331406055,0.16906477991381708
2.1804227203589663,0.030853682657700582,0.12168732526161478,0.16811730254627813
2.196338214668156,0.029210092201109965,0.1202679664599101,0.16716595348413565
