gamma,2nd_idle_error_N_4,2nd_idle_error_N_6,2nd_idle_error_N_8
4.265352474862795,0.003920748534330105,0.0008907553655557605,0.00033254594064096037
4.281267969171985,0.0038563379117876146,0.0009490413564245895,0.00029210184235644806
4.297183463481174,0.003790332254329838,0.0010079062062324981,0.00025301606171623537
4.313098957790364,0.0037228021289337962,0.0010673148061315202,0.0002152836534571735
4.329014452099554,0.003653819003777088,0.0011272321232158962,0.00017889945607855507
4.344929946408743,0.003583455443152252,0.0011876232001498223,0.00014385809647528142
4.360845440717933,0.003511784756237585,0.001248453186196215,0.00011015399557431224
4.3767609350271215,0.0034388810613876154,0.001309687339369012,7.778134885473128e-05
4.392676429336312,0.0033648191874918855,0.0013712910322434787,4.6734156950131484e-05
4.408591923645502,0.0032896745897889965,0.001433229780511534,1.700628907378563e-05
4.424507417954691,0.003213523282072354,0.0014954692286673233,1.1408889191061802e-05
4.44042291226388,0.003136441752530823,0.0015579752309695407,3.851778671143546e-05
4.45633840657307,0.0030585068984977184,0.0016207137202849452,6.432726571344727e-05
4.47225390088226,0.002979795941624071,0.0016836509490196219,8.884437324496414e-05
4.488169395191449,0.0029003863581823467,0.001746753030814274,0.00011207630432770034
4.504084889500638,0.002820355797973625,0.0018099867629666872,0.00013403047173535368
4.520000383809828,0.0027397820273621564,0.0018733188496624512,0.00015471447633169305
4.535915878119018,0.002658742815142526,0.001936716251554801,0.0001741360857351447
4.551831372428207,0.0025773159138556315,0.002000146200801669,0.0001923033235511066
4.567746866737397,0.002495578940305009,0.0020635761766937205,0.0002092243045126808
4.583662361046586,0.002413609324386217,0.002126973896886255,0.000224907403744535
4.599577855355776,0.0023314842282481725,0.0021903073532502713,0.00023936116705058948
4.615493349664965,0.002249280483100232,0.0022535448182814826,0.00025259428883586655
4.631408843974155,0.0021670745112467456,0.002316654849980935,0.0002646156422955269
4.647324338283345,0.002084942253924114,0.0023796062887351103,0.0002754343027402221
4.6632398325925335,0.002002959113242526,0.0024423683068626498,0.0002850595349578374
4.679155326901723,0.001921199873657644,0.0025049103667884242,0.0002935007026451336
4.695070821210913,0.0018397386384995894,0.0025672023057039216,0.00030076737377751606
4.710986315520103,0.0017586487766029762,0.002629214158506768,0.000306869343982139
4.726901809829292,0.0016780028007790336,0.002690916504572462,0.0003118164656043717
4.742817304138481,0.0015978724080754675,0.002752280140401503,0.00031561881691959364
4.758732798447671,0.0015183283133144883,0.0028132762596758203,0.00031828661747536975
4.7746482927568605,0.0014394402492305125,0.0028738764446963718,0.00031983025353560126
4.79056378706605,0.0013612768742816152,0.0029340525770052226,0.0003202602609315202
4.80647928137524,0.001283905736664992,0.0029937770450713013,0.00031958728791763735
4.822394775684429,0.001207393204152316,0.0030530225590834734,0.0003178222053332728
4.8383102699936185,0.0011318044103449615,0.0031117622519459655,0.00031497596227649785
4.854225764302808,0.0010572032005384206,0.0031699696501553847,0.0003110596835006371
